millis,stamp,datetime,moisture
97400999, 1534164643, 2018/8/13 12:50:43, 468
97402999, 1534164645, 2018/8/13 12:50:45, 467
97404999, 1534164647, 2018/8/13 12:50:47, 467
97406999, 1534164649, 2018/8/13 12:50:49, 467
97408999, 1534164651, 2018/8/13 12:50:51, 467
97410999, 1534164653, 2018/8/13 12:50:53, 468
97412999, 1534164655, 2018/8/13 12:50:55, 468
97414999, 1534164657, 2018/8/13 12:50:57, 468
97416999, 1534164659, 2018/8/13 12:50:59, 468
97418999, 1534164661, 2018/8/13 12:51:1, 468
97420999, 1534164663, 2018/8/13 12:51:3, 467
97423000, 1534164665, 2018/8/13 12:51:5, 470
97424999, 1534164667, 2018/8/13 12:51:7, 468
97426999, 1534164669, 2018/8/13 12:51:9, 466
97428999, 1534164671, 2018/8/13 12:51:11, 469
97430999, 1534164673, 2018/8/13 12:51:13, 469
97432999, 1534164675, 2018/8/13 12:51:15, 468
97434999, 1534164677, 2018/8/13 12:51:17, 469
97436999, 1534164679, 2018/8/13 12:51:19, 466
97438999, 1534164681, 2018/8/13 12:51:21, 468
97440999, 1534164683, 2018/8/13 12:51:23, 469
97442999, 1534164685, 2018/8/13 12:51:25, 468
97444999, 1534164687, 2018/8/13 12:51:27, 469
97446999, 1534164689, 2018/8/13 12:51:29, 468
97448999, 1534164691, 2018/8/13 12:51:31, 467
97450999, 1534164693, 2018/8/13 12:51:33, 467
97452999, 1534164695, 2018/8/13 12:51:35, 469
97454999, 1534164697, 2018/8/13 12:51:37, 469
97457000, 1534164699, 2018/8/13 12:51:39, 468
97458999, 1534164701, 2018/8/13 12:51:41, 466
97460999, 1534164703, 2018/8/13 12:51:43, 468
97462999, 1534164705, 2018/8/13 12:51:45, 467
97464998, 1534164707, 2018/8/13 12:51:47, 468
97466999, 1534164709, 2018/8/13 12:51:49, 468
97468999, 1534164711, 2018/8/13 12:51:51, 468
97470999, 1534164713, 2018/8/13 12:51:53, 470
97472999, 1534164715, 2018/8/13 12:51:55, 469
97474999, 1534164717, 2018/8/13 12:51:57, 468
97476999, 1534164719, 2018/8/13 12:51:59, 467
97478999, 1534164721, 2018/8/13 12:52:1, 466
97480999, 1534164723, 2018/8/13 12:52:3, 469
97482999, 1534164725, 2018/8/13 12:52:5, 468
97485000, 1534164727, 2018/8/13 12:52:7, 473
97486999, 1534164729, 2018/8/13 12:52:9, 469
97488999, 1534164731, 2018/8/13 12:52:11, 468
97490999, 1534164733, 2018/8/13 12:52:13, 467
97492999, 1534164735, 2018/8/13 12:52:15, 467
97494999, 1534164737, 2018/8/13 12:52:17, 467
97496999, 1534164739, 2018/8/13 12:52:19, 469
97498999, 1534164741, 2018/8/13 12:52:21, 468
97500999, 1534164743, 2018/8/13 12:52:23, 468
97502999, 1534164745, 2018/8/13 12:52:25, 468
97504999, 1534164747, 2018/8/13 12:52:27, 466
97506999, 1534164749, 2018/8/13 12:52:29, 470
97508999, 1534164751, 2018/8/13 12:52:31, 471
97510999, 1534164753, 2018/8/13 12:52:33, 468
97512999, 1534164755, 2018/8/13 12:52:35, 467
97514999, 1534164757, 2018/8/13 12:52:37, 468
97516999, 1534164759, 2018/8/13 12:52:39, 467
97518999, 1534164761, 2018/8/13 12:52:41, 468
97520999, 1534164763, 2018/8/13 12:52:43, 470
97522999, 1534164765, 2018/8/13 12:52:45, 468
97524999, 1534164767, 2018/8/13 12:52:47, 468
97526999, 1534164769, 2018/8/13 12:52:49, 470
97528999, 1534164771, 2018/8/13 12:52:51, 468
97530999, 1534164773, 2018/8/13 12:52:53, 465
97532999, 1534164775, 2018/8/13 12:52:55, 468
97534999, 1534164777, 2018/8/13 12:52:57, 467
97536999, 1534164779, 2018/8/13 12:52:59, 470
97538999, 1534164781, 2018/8/13 12:53:1, 467
97540999, 1534164783, 2018/8/13 12:53:3, 467
97542999, 1534164785, 2018/8/13 12:53:5, 469
97544999, 1534164787, 2018/8/13 12:53:7, 467
97546999, 1534164789, 2018/8/13 12:53:9, 467
97548999, 1534164791, 2018/8/13 12:53:11, 467
97550999, 1534164793, 2018/8/13 12:53:13, 468
97552999, 1534164795, 2018/8/13 12:53:15, 468
97554999, 1534164797, 2018/8/13 12:53:17, 468
97556999, 1534164799, 2018/8/13 12:53:19, 469
97558999, 1534164801, 2018/8/13 12:53:21, 468
97560999, 1534164803, 2018/8/13 12:53:23, 467
97562999, 1534164805, 2018/8/13 12:53:25, 470
97564999, 1534164807, 2018/8/13 12:53:27, 469
97566999, 1534164809, 2018/8/13 12:53:29, 468
97568999, 1534164811, 2018/8/13 12:53:31, 470
97570999, 1534164813, 2018/8/13 12:53:33, 467
97572999, 1534164815, 2018/8/13 12:53:35, 470
97574999, 1534164817, 2018/8/13 12:53:37, 469
97576999, 1534164819, 2018/8/13 12:53:39, 469
97578999, 1534164821, 2018/8/13 12:53:41, 468
97580999, 1534164823, 2018/8/13 12:53:43, 468
97582999, 1534164825, 2018/8/13 12:53:45, 468
97584999, 1534164827, 2018/8/13 12:53:47, 468
97586999, 1534164829, 2018/8/13 12:53:49, 468
97588999, 1534164831, 2018/8/13 12:53:51, 467
97590999, 1534164833, 2018/8/13 12:53:53, 468
97592999, 1534164835, 2018/8/13 12:53:55, 469
97594999, 1534164837, 2018/8/13 12:53:57, 470
97596999, 1534164839, 2018/8/13 12:53:59, 469
97598999, 1534164841, 2018/8/13 12:54:1, 468
97600999, 1534164843, 2018/8/13 12:54:3, 467
97602999, 1534164845, 2018/8/13 12:54:5, 466
97604999, 1534164847, 2018/8/13 12:54:7, 465
97606999, 1534164849, 2018/8/13 12:54:9, 468
97608999, 1534164851, 2018/8/13 12:54:11, 467
97610999, 1534164853, 2018/8/13 12:54:13, 468
97612999, 1534164855, 2018/8/13 12:54:15, 467
97614999, 1534164857, 2018/8/13 12:54:17, 468
97616999, 1534164859, 2018/8/13 12:54:19, 465
97618999, 1534164861, 2018/8/13 12:54:21, 467
97620999, 1534164863, 2018/8/13 12:54:23, 468
97622999, 1534164865, 2018/8/13 12:54:25, 467
97624999, 1534164867, 2018/8/13 12:54:27, 466
97626999, 1534164869, 2018/8/13 12:54:29, 468
97628999, 1534164871, 2018/8/13 12:54:31, 468
97630999, 1534164873, 2018/8/13 12:54:33, 466
97632999, 1534164875, 2018/8/13 12:54:35, 468
97634999, 1534164877, 2018/8/13 12:54:37, 467
97636999, 1534164879, 2018/8/13 12:54:39, 468
97638999, 1534164881, 2018/8/13 12:54:41, 469
97640999, 1534164883, 2018/8/13 12:54:43, 469
97642999, 1534164885, 2018/8/13 12:54:45, 468
97644999, 1534164887, 2018/8/13 12:54:47, 467
97647000, 1534164889, 2018/8/13 12:54:49, 468
97648999, 1534164891, 2018/8/13 12:54:51, 467
97650999, 1534164893, 2018/8/13 12:54:53, 467
97652999, 1534164895, 2018/8/13 12:54:55, 466
97654999, 1534164897, 2018/8/13 12:54:57, 467
97656999, 1534164899, 2018/8/13 12:54:59, 468
97658999, 1534164901, 2018/8/13 12:55:1, 467
97660999, 1534164903, 2018/8/13 12:55:3, 467
97662999, 1534164905, 2018/8/13 12:55:5, 468
97664999, 1534164907, 2018/8/13 12:55:7, 467
97666999, 1534164909, 2018/8/13 12:55:9, 466
97668999, 1534164911, 2018/8/13 12:55:11, 467
97670999, 1534164913, 2018/8/13 12:55:13, 466
97672999, 1534164915, 2018/8/13 12:55:15, 465
97674999, 1534164917, 2018/8/13 12:55:17, 468
97676999, 1534164919, 2018/8/13 12:55:19, 469
97678999, 1534164921, 2018/8/13 12:55:21, 469
97680999, 1534164923, 2018/8/13 12:55:23, 468
97682999, 1534164925, 2018/8/13 12:55:25, 466
97684999, 1534164927, 2018/8/13 12:55:27, 467
97686999, 1534164929, 2018/8/13 12:55:29, 468
97688999, 1534164931, 2018/8/13 12:55:31, 469
97690999, 1534164933, 2018/8/13 12:55:33, 468
97692999, 1534164935, 2018/8/13 12:55:35, 468
97694999, 1534164937, 2018/8/13 12:55:37, 468
97696999, 1534164939, 2018/8/13 12:55:39, 469
97698999, 1534164941, 2018/8/13 12:55:41, 469
97700999, 1534164943, 2018/8/13 12:55:43, 467
97702999, 1534164945, 2018/8/13 12:55:45, 467
97704999, 1534164947, 2018/8/13 12:55:47, 467
97706999, 1534164949, 2018/8/13 12:55:49, 468
97708999, 1534164951, 2018/8/13 12:55:51, 469
97710999, 1534164953, 2018/8/13 12:55:53, 467
97712999, 1534164955, 2018/8/13 12:55:55, 469
97714999, 1534164957, 2018/8/13 12:55:57, 467
97716999, 1534164959, 2018/8/13 12:55:59, 468
97718999, 1534164961, 2018/8/13 12:56:1, 468
97720999, 1534164963, 2018/8/13 12:56:3, 467
97722999, 1534164965, 2018/8/13 12:56:5, 467
97724999, 1534164967, 2018/8/13 12:56:7, 468
97726999, 1534164969, 2018/8/13 12:56:9, 467
97728999, 1534164971, 2018/8/13 12:56:11, 467
97730999, 1534164973, 2018/8/13 12:56:13, 467
97732999, 1534164975, 2018/8/13 12:56:15, 467
97734999, 1534164977, 2018/8/13 12:56:17, 468
97736999, 1534164979, 2018/8/13 12:56:19, 469
97738999, 1534164981, 2018/8/13 12:56:21, 468
97740999, 1534164983, 2018/8/13 12:56:23, 468
97742999, 1534164985, 2018/8/13 12:56:25, 467
97744999, 1534164987, 2018/8/13 12:56:27, 469
97746999, 1534164989, 2018/8/13 12:56:29, 469
97748999, 1534164991, 2018/8/13 12:56:31, 470
97751000, 1534164993, 2018/8/13 12:56:33, 468
97752999, 1534164995, 2018/8/13 12:56:35, 469
97754999, 1534164997, 2018/8/13 12:56:37, 466
97756999, 1534164999, 2018/8/13 12:56:39, 468
97758999, 1534165001, 2018/8/13 12:56:41, 468
97760999, 1534165003, 2018/8/13 12:56:43, 468
97762999, 1534165005, 2018/8/13 12:56:45, 468
97764999, 1534165007, 2018/8/13 12:56:47, 468
97766999, 1534165009, 2018/8/13 12:56:49, 468
97768999, 1534165011, 2018/8/13 12:56:51, 469
97771000, 1534165013, 2018/8/13 12:56:53, 468
97772999, 1534165015, 2018/8/13 12:56:55, 469
97775000, 1534165017, 2018/8/13 12:56:57, 469
97776999, 1534165019, 2018/8/13 12:56:59, 467
97779000, 1534165021, 2018/8/13 12:57:1, 469
97780999, 1534165023, 2018/8/13 12:57:3, 468
97782999, 1534165025, 2018/8/13 12:57:5, 469
97784999, 1534165027, 2018/8/13 12:57:7, 469
97786999, 1534165029, 2018/8/13 12:57:9, 469
97788999, 1534165031, 2018/8/13 12:57:11, 467
97790999, 1534165033, 2018/8/13 12:57:13, 468
97792999, 1534165035, 2018/8/13 12:57:15, 468
97795000, 1534165037, 2018/8/13 12:57:17, 469
97796999, 1534165039, 2018/8/13 12:57:19, 475
97798999, 1534165041, 2018/8/13 12:57:21, 468
97800999, 1534165043, 2018/8/13 12:57:23, 466
97802999, 1534165045, 2018/8/13 12:57:25, 467
97804999, 1534165047, 2018/8/13 12:57:27, 468
97806999, 1534165049, 2018/8/13 12:57:29, 466
97808999, 1534165051, 2018/8/13 12:57:31, 467
97810999, 1534165053, 2018/8/13 12:57:33, 466
97812999, 1534165055, 2018/8/13 12:57:35, 469
97814999, 1534165057, 2018/8/13 12:57:37, 469
97816999, 1534165059, 2018/8/13 12:57:39, 470
97818999, 1534165061, 2018/8/13 12:57:41, 471
97820999, 1534165063, 2018/8/13 12:57:43, 469
97822999, 1534165065, 2018/8/13 12:57:45, 468
97824999, 1534165067, 2018/8/13 12:57:47, 470
97826999, 1534165069, 2018/8/13 12:57:49, 471
97828999, 1534165071, 2018/8/13 12:57:51, 468
97830999, 1534165073, 2018/8/13 12:57:53, 467
97832999, 1534165075, 2018/8/13 12:57:55, 467
97834999, 1534165077, 2018/8/13 12:57:57, 469
97836999, 1534165079, 2018/8/13 12:57:59, 468
97838999, 1534165081, 2018/8/13 12:58:1, 468
97840999, 1534165083, 2018/8/13 12:58:3, 465
97842999, 1534165085, 2018/8/13 12:58:5, 469
97844999, 1534165088, 2018/8/13 12:58:8, 468
97846999, 1534165090, 2018/8/13 12:58:10, 467
97848999, 1534165092, 2018/8/13 12:58:12, 468
97850999, 1534165094, 2018/8/13 12:58:14, 469
97852999, 1534165096, 2018/8/13 12:58:16, 469
97854999, 1534165098, 2018/8/13 12:58:18, 470
97856999, 1534165100, 2018/8/13 12:58:20, 465
97858999, 1534165102, 2018/8/13 12:58:22, 466
97860999, 1534165104, 2018/8/13 12:58:24, 468
97862999, 1534165106, 2018/8/13 12:58:26, 466
97864999, 1534165108, 2018/8/13 12:58:28, 468
97866999, 1534165110, 2018/8/13 12:58:30, 468
97868999, 1534165112, 2018/8/13 12:58:32, 470
97870999, 1534165114, 2018/8/13 12:58:34, 468
97872999, 1534165116, 2018/8/13 12:58:36, 469
97874999, 1534165118, 2018/8/13 12:58:38, 467
97876999, 1534165120, 2018/8/13 12:58:40, 471
97878999, 1534165122, 2018/8/13 12:58:42, 468
97880999, 1534165124, 2018/8/13 12:58:44, 469
97882999, 1534165126, 2018/8/13 12:58:46, 468
97884999, 1534165128, 2018/8/13 12:58:48, 467
97886999, 1534165130, 2018/8/13 12:58:50, 468
97888999, 1534165132, 2018/8/13 12:58:52, 467
97890999, 1534165134, 2018/8/13 12:58:54, 466
97892999, 1534165136, 2018/8/13 12:58:56, 467
97894999, 1534165138, 2018/8/13 12:58:58, 467
97896999, 1534165140, 2018/8/13 12:59:0, 468
97898999, 1534165142, 2018/8/13 12:59:2, 467
97900999, 1534165144, 2018/8/13 12:59:4, 467
97902999, 1534165146, 2018/8/13 12:59:6, 469
97904999, 1534165148, 2018/8/13 12:59:8, 469
97906999, 1534165150, 2018/8/13 12:59:10, 467
97908999, 1534165152, 2018/8/13 12:59:12, 466
97910999, 1534165154, 2018/8/13 12:59:14, 468
97912999, 1534165156, 2018/8/13 12:59:16, 467
97914999, 1534165158, 2018/8/13 12:59:18, 465
97916999, 1534165160, 2018/8/13 12:59:20, 467
97919000, 1534165162, 2018/8/13 12:59:22, 471
97920999, 1534165164, 2018/8/13 12:59:24, 479
97922999, 1534165166, 2018/8/13 12:59:26, 468
97925000, 1534165168, 2018/8/13 12:59:28, 469
97926999, 1534165170, 2018/8/13 12:59:30, 468
97928999, 1534165172, 2018/8/13 12:59:32, 468
97930999, 1534165174, 2018/8/13 12:59:34, 468
97933000, 1534165176, 2018/8/13 12:59:36, 465
97934999, 1534165178, 2018/8/13 12:59:38, 466
97936999, 1534165180, 2018/8/13 12:59:40, 466
97938999, 1534165182, 2018/8/13 12:59:42, 470
97941000, 1534165184, 2018/8/13 12:59:44, 465
97942999, 1534165186, 2018/8/13 12:59:46, 468
97944999, 1534165188, 2018/8/13 12:59:48, 467
97946999, 1534165190, 2018/8/13 12:59:50, 466
97948999, 1534165192, 2018/8/13 12:59:52, 468
97950999, 1534165194, 2018/8/13 12:59:54, 467
97952999, 1534165196, 2018/8/13 12:59:56, 467
97954999, 1534165198, 2018/8/13 12:59:58, 470
97956999, 1534165200, 2018/8/13 13:0:0, 468
97958999, 1534165202, 2018/8/13 13:0:2, 467
97960999, 1534165204, 2018/8/13 13:0:4, 467
97962999, 1534165206, 2018/8/13 13:0:6, 467
97964999, 1534165208, 2018/8/13 13:0:8, 468
97966999, 1534165210, 2018/8/13 13:0:10, 469
97968999, 1534165212, 2018/8/13 13:0:12, 470
97970999, 1534165214, 2018/8/13 13:0:14, 472
97972999, 1534165216, 2018/8/13 13:0:16, 467
97974999, 1534165218, 2018/8/13 13:0:18, 466
97976999, 1534165220, 2018/8/13 13:0:20, 467
97978999, 1534165222, 2018/8/13 13:0:22, 468
97980999, 1534165224, 2018/8/13 13:0:24, 467
97982999, 1534165226, 2018/8/13 13:0:26, 467
97984999, 1534165228, 2018/8/13 13:0:28, 464
97986999, 1534165230, 2018/8/13 13:0:30, 466
97988999, 1534165232, 2018/8/13 13:0:32, 466
97990999, 1534165234, 2018/8/13 13:0:34, 465
97992999, 1534165236, 2018/8/13 13:0:36, 466
97994999, 1534165238, 2018/8/13 13:0:38, 466
97996999, 1534165240, 2018/8/13 13:0:40, 466
97998999, 1534165242, 2018/8/13 13:0:42, 470
98000999, 1534165244, 2018/8/13 13:0:44, 470
98002999, 1534165246, 2018/8/13 13:0:46, 467
98004999, 1534165248, 2018/8/13 13:0:48, 465
98006999, 1534165250, 2018/8/13 13:0:50, 467
98008999, 1534165252, 2018/8/13 13:0:52, 470
98010999, 1534165254, 2018/8/13 13:0:54, 466
98012999, 1534165256, 2018/8/13 13:0:56, 467
98014999, 1534165258, 2018/8/13 13:0:58, 468
98016999, 1534165260, 2018/8/13 13:1:0, 468
98018999, 1534165262, 2018/8/13 13:1:2, 468
98020999, 1534165264, 2018/8/13 13:1:4, 464
98022999, 1534165266, 2018/8/13 13:1:6, 465
98024999, 1534165268, 2018/8/13 13:1:8, 466
98026999, 1534165270, 2018/8/13 13:1:10, 469
98028999, 1534165272, 2018/8/13 13:1:12, 468
98030999, 1534165274, 2018/8/13 13:1:14, 468
98032999, 1534165276, 2018/8/13 13:1:16, 470
98034999, 1534165278, 2018/8/13 13:1:18, 468
98036999, 1534165280, 2018/8/13 13:1:20, 467
98038999, 1534165282, 2018/8/13 13:1:22, 467
98040999, 1534165284, 2018/8/13 13:1:24, 466
98042999, 1534165286, 2018/8/13 13:1:26, 469
98044999, 1534165288, 2018/8/13 13:1:28, 468
98046999, 1534165290, 2018/8/13 13:1:30, 467
98048999, 1534165292, 2018/8/13 13:1:32, 467
98050999, 1534165294, 2018/8/13 13:1:34, 468
98052999, 1534165296, 2018/8/13 13:1:36, 476
98054999, 1534165298, 2018/8/13 13:1:38, 468
98056999, 1534165300, 2018/8/13 13:1:40, 467
98058999, 1534165302, 2018/8/13 13:1:42, 466
98060999, 1534165304, 2018/8/13 13:1:44, 465
98062999, 1534165306, 2018/8/13 13:1:46, 466
98064999, 1534165308, 2018/8/13 13:1:48, 467
98066999, 1534165310, 2018/8/13 13:1:50, 469
98068999, 1534165312, 2018/8/13 13:1:52, 466
98070999, 1534165314, 2018/8/13 13:1:54, 469
98072999, 1534165316, 2018/8/13 13:1:56, 467
98074999, 1534165318, 2018/8/13 13:1:58, 468
98076999, 1534165320, 2018/8/13 13:2:0, 466
98078999, 1534165322, 2018/8/13 13:2:2, 466
98080999, 1534165324, 2018/8/13 13:2:4, 467
98082999, 1534165326, 2018/8/13 13:2:6, 467
98084999, 1534165328, 2018/8/13 13:2:8, 465
98086999, 1534165330, 2018/8/13 13:2:10, 467
98088999, 1534165332, 2018/8/13 13:2:12, 467
98090999, 1534165334, 2018/8/13 13:2:14, 468
98092999, 1534165336, 2018/8/13 13:2:16, 466
98094999, 1534165338, 2018/8/13 13:2:18, 467
98096999, 1534165340, 2018/8/13 13:2:20, 468
98098999, 1534165342, 2018/8/13 13:2:22, 469
98100999, 1534165344, 2018/8/13 13:2:24, 467
98102999, 1534165346, 2018/8/13 13:2:26, 468
98104999, 1534165348, 2018/8/13 13:2:28, 468
98106999, 1534165350, 2018/8/13 13:2:30, 467
98108999, 1534165352, 2018/8/13 13:2:32, 467
98110999, 1534165354, 2018/8/13 13:2:34, 469
98112999, 1534165356, 2018/8/13 13:2:36, 470
98114999, 1534165358, 2018/8/13 13:2:38, 470
98116999, 1534165360, 2018/8/13 13:2:40, 466
98118999, 1534165362, 2018/8/13 13:2:42, 466
98120999, 1534165364, 2018/8/13 13:2:44, 468
98122999, 1534165366, 2018/8/13 13:2:46, 464
98124999, 1534165368, 2018/8/13 13:2:48, 467
98127000, 1534165370, 2018/8/13 13:2:50, 467
98128999, 1534165372, 2018/8/13 13:2:52, 466
98130999, 1534165374, 2018/8/13 13:2:54, 469
98132999, 1534165376, 2018/8/13 13:2:56, 467
98134999, 1534165378, 2018/8/13 13:2:58, 468
98136999, 1534165380, 2018/8/13 13:3:0, 467
98138999, 1534165382, 2018/8/13 13:3:2, 466
98140999, 1534165384, 2018/8/13 13:3:4, 467
98142999, 1534165386, 2018/8/13 13:3:6, 468
98144999, 1534165388, 2018/8/13 13:3:8, 469
98146999, 1534165390, 2018/8/13 13:3:10, 468
98148999, 1534165392, 2018/8/13 13:3:12, 468
98150999, 1534165394, 2018/8/13 13:3:14, 467
98152999, 1534165396, 2018/8/13 13:3:16, 466
98154999, 1534165398, 2018/8/13 13:3:18, 467
98156999, 1534165400, 2018/8/13 13:3:20, 469
98158999, 1534165402, 2018/8/13 13:3:22, 469
98160999, 1534165404, 2018/8/13 13:3:24, 468
98162999, 1534165406, 2018/8/13 13:3:26, 468
98164999, 1534165408, 2018/8/13 13:3:28, 468
98166999, 1534165410, 2018/8/13 13:3:30, 468
98168999, 1534165412, 2018/8/13 13:3:32, 467
98170999, 1534165414, 2018/8/13 13:3:34, 469
98172999, 1534165416, 2018/8/13 13:3:36, 466
98174999, 1534165418, 2018/8/13 13:3:38, 464
98177000, 1534165420, 2018/8/13 13:3:40, 467
98178999, 1534165422, 2018/8/13 13:3:42, 465
98180999, 1534165424, 2018/8/13 13:3:44, 466
98182999, 1534165426, 2018/8/13 13:3:46, 466
98184999, 1534165428, 2018/8/13 13:3:48, 465
98186999, 1534165430, 2018/8/13 13:3:50, 466
98188999, 1534165432, 2018/8/13 13:3:52, 469
98190999, 1534165434, 2018/8/13 13:3:54, 468
98192999, 1534165436, 2018/8/13 13:3:56, 469
98194999, 1534165438, 2018/8/13 13:3:58, 468
98197000, 1534165440, 2018/8/13 13:4:0, 467
98198999, 1534165442, 2018/8/13 13:4:2, 469
98200999, 1534165444, 2018/8/13 13:4:4, 468
98202999, 1534165446, 2018/8/13 13:4:6, 468
98204999, 1534165448, 2018/8/13 13:4:8, 468
98206999, 1534165450, 2018/8/13 13:4:10, 469
98209000, 1534165452, 2018/8/13 13:4:12, 468
98210999, 1534165454, 2018/8/13 13:4:14, 469
98212999, 1534165456, 2018/8/13 13:4:16, 467
98214999, 1534165458, 2018/8/13 13:4:18, 469
98216999, 1534165460, 2018/8/13 13:4:20, 470
98218999, 1534165462, 2018/8/13 13:4:22, 469
98220999, 1534165464, 2018/8/13 13:4:24, 466
98222999, 1534165466, 2018/8/13 13:4:26, 467
98224999, 1534165468, 2018/8/13 13:4:28, 466
98226999, 1534165470, 2018/8/13 13:4:30, 468
98228999, 1534165472, 2018/8/13 13:4:32, 466
98230999, 1534165474, 2018/8/13 13:4:34, 467
98232999, 1534165476, 2018/8/13 13:4:36, 470
98234999, 1534165478, 2018/8/13 13:4:38, 467
98236999, 1534165480, 2018/8/13 13:4:40, 467
98238999, 1534165482, 2018/8/13 13:4:42, 466
98240999, 1534165484, 2018/8/13 13:4:44, 467
98242999, 1534165486, 2018/8/13 13:4:46, 467
98244999, 1534165488, 2018/8/13 13:4:48, 468
98246999, 1534165490, 2018/8/13 13:4:50, 466
98248999, 1534165492, 2018/8/13 13:4:52, 467
98250999, 1534165494, 2018/8/13 13:4:54, 469
98252999, 1534165496, 2018/8/13 13:4:56, 469
98254999, 1534165498, 2018/8/13 13:4:58, 467
98256999, 1534165500, 2018/8/13 13:5:0, 467
98258999, 1534165502, 2018/8/13 13:5:2, 468
98260999, 1534165504, 2018/8/13 13:5:4, 466
98262999, 1534165506, 2018/8/13 13:5:6, 468
98264999, 1534165508, 2018/8/13 13:5:8, 465
98267000, 1534165510, 2018/8/13 13:5:10, 468
98268999, 1534165512, 2018/8/13 13:5:12, 467
98270999, 1534165514, 2018/8/13 13:5:14, 468
98272999, 1534165516, 2018/8/13 13:5:16, 468
98274999, 1534165518, 2018/8/13 13:5:18, 468
98276999, 1534165520, 2018/8/13 13:5:20, 466
98278999, 1534165522, 2018/8/13 13:5:22, 468
98280999, 1534165524, 2018/8/13 13:5:24, 468
98282999, 1534165526, 2018/8/13 13:5:26, 468
98284999, 1534165528, 2018/8/13 13:5:28, 466
98286999, 1534165530, 2018/8/13 13:5:30, 467
98288999, 1534165532, 2018/8/13 13:5:32, 465
98290999, 1534165534, 2018/8/13 13:5:34, 468
98292999, 1534165536, 2018/8/13 13:5:36, 468
98294999, 1534165538, 2018/8/13 13:5:38, 468
98296999, 1534165540, 2018/8/13 13:5:40, 469
98298999, 1534165542, 2018/8/13 13:5:42, 467
98300999, 1534165544, 2018/8/13 13:5:44, 466
98302999, 1534165546, 2018/8/13 13:5:46, 466
98304999, 1534165548, 2018/8/13 13:5:48, 468
98306999, 1534165550, 2018/8/13 13:5:50, 468
98308999, 1534165552, 2018/8/13 13:5:52, 468
98310999, 1534165554, 2018/8/13 13:5:54, 467
98312999, 1534165556, 2018/8/13 13:5:56, 467
98314999, 1534165558, 2018/8/13 13:5:58, 464
98316999, 1534165560, 2018/8/13 13:6:0, 466
98318999, 1534165562, 2018/8/13 13:6:2, 466
98320999, 1534165564, 2018/8/13 13:6:4, 477
98322999, 1534165566, 2018/8/13 13:6:6, 467
98324999, 1534165568, 2018/8/13 13:6:8, 466
98326999, 1534165570, 2018/8/13 13:6:10, 467
98328999, 1534165572, 2018/8/13 13:6:12, 467
98330999, 1534165574, 2018/8/13 13:6:14, 466
98332999, 1534165576, 2018/8/13 13:6:16, 467
98334999, 1534165578, 2018/8/13 13:6:18, 467
98336999, 1534165580, 2018/8/13 13:6:20, 466
98338999, 1534165582, 2018/8/13 13:6:22, 464
98340999, 1534165584, 2018/8/13 13:6:24, 466
98342999, 1534165586, 2018/8/13 13:6:26, 466
98344999, 1534165588, 2018/8/13 13:6:28, 467
98346999, 1534165590, 2018/8/13 13:6:30, 467
98348999, 1534165592, 2018/8/13 13:6:32, 466
98350999, 1534165594, 2018/8/13 13:6:34, 466
98352999, 1534165596, 2018/8/13 13:6:36, 468
98354999, 1534165598, 2018/8/13 13:6:38, 467
98356999, 1534165600, 2018/8/13 13:6:40, 468
98358999, 1534165602, 2018/8/13 13:6:42, 466
98360999, 1534165604, 2018/8/13 13:6:44, 467
98362999, 1534165606, 2018/8/13 13:6:46, 467
98364999, 1534165608, 2018/8/13 13:6:48, 466
98366999, 1534165610, 2018/8/13 13:6:50, 467
98368999, 1534165612, 2018/8/13 13:6:52, 468
98370999, 1534165614, 2018/8/13 13:6:54, 467
98372999, 1534165616, 2018/8/13 13:6:56, 466
98374999, 1534165618, 2018/8/13 13:6:58, 466
98376999, 1534165620, 2018/8/13 13:7:0, 468
98378999, 1534165622, 2018/8/13 13:7:2, 466
98380999, 1534165624, 2018/8/13 13:7:4, 466
98382999, 1534165626, 2018/8/13 13:7:6, 468
98384999, 1534165628, 2018/8/13 13:7:8, 468
98386999, 1534165630, 2018/8/13 13:7:10, 467
98388999, 1534165632, 2018/8/13 13:7:12, 467
98390999, 1534165634, 2018/8/13 13:7:14, 467
98392999, 1534165636, 2018/8/13 13:7:16, 465
98394999, 1534165638, 2018/8/13 13:7:18, 467
98396999, 1534165640, 2018/8/13 13:7:20, 467
98398999, 1534165642, 2018/8/13 13:7:22, 467
98400999, 1534165644, 2018/8/13 13:7:24, 468
98402999, 1534165646, 2018/8/13 13:7:26, 468
98404999, 1534165648, 2018/8/13 13:7:28, 469
98406999, 1534165650, 2018/8/13 13:7:30, 468
98408999, 1534165652, 2018/8/13 13:7:32, 467
98410999, 1534165654, 2018/8/13 13:7:34, 467
98412999, 1534165656, 2018/8/13 13:7:36, 468
98415000, 1534165658, 2018/8/13 13:7:38, 468
98416999, 1534165660, 2018/8/13 13:7:40, 468
98418999, 1534165662, 2018/8/13 13:7:42, 467
98420999, 1534165664, 2018/8/13 13:7:44, 464
98422999, 1534165666, 2018/8/13 13:7:46, 467
98424999, 1534165668, 2018/8/13 13:7:48, 465
98426999, 1534165670, 2018/8/13 13:7:50, 466
98428999, 1534165672, 2018/8/13 13:7:52, 468
98430999, 1534165674, 2018/8/13 13:7:54, 468
98432999, 1534165676, 2018/8/13 13:7:56, 468
